"","conv","country","drop_kicks","opposition","penalties","player","points","position","result","tries","country_tier","opposition_tier","points_tries","points_convs","points_pens","points_drops"
"4914",0,"Spain",0,"Georgia",0,"JC Carter",5,"W","lost",1,"2","2",5,0,0,0
"4915",0,"Georg",0,"Spain",0,"V Kakovin",5,"P","won",1,"2","2",5,0,0,0
"4916",0,"Georg",0,"Spain",0,"L Khmaladze",5,"FB","won",1,"2","2",5,0,0,0
"4917",0,"Georg",0,"Spain",0,"I Machkhaneli",5,"W","won",1,"2","2",5,0,0,0
"4918",0,"Georg",0,"Spain",0,"M Sharikadze",5,"C","won",1,"2","2",5,0,0,0
"4919",0,"Spain",0,"Georgia",0,"M Tudela Perret",5,"W","lost",1,"2","2",5,0,0,0
"4920",0,"Germ",0,"Czech Rep",0,"S Armstrong",5,"SH","won",1,"2","3",5,0,0,0
"4921",0,"Belg",0,"Romania",0,"T de Molder",5,"N8","lost",1,"3","2",5,0,0,0
"4922",0,"Rom",0,"Belgium",0,"M Macovei",5,"F","won",1,"2","3",5,0,0,0
"4923",0,"Rom",0,"Belgium",0,"A Radoi",5,"H","won",1,"2","3",5,0,0,0
"4924",0,"Germ",0,"Czech Rep",0,"M Strauch",5,"W","won",1,"2","3",5,0,0,0
"4925",0,"Wales",0,"Scotland",0,"RM Hibbard",5,"H","won",1,"1","1",5,0,0,0
"4926",0,"Russ",0,"Portugal",0,"V Artemyev",5,"W","won",1,"2","2",5,0,0,0
"4927",0,"Port",0,"Russia",0,"AATG Esteves",5,"C","lost",1,"2","2",5,0,0,0
"4928",0,"Russ",0,"Portugal",0,"K Kulemin",5,"L","won",1,"2","2",5,0,0,0
"4929",0,"Russ",0,"Portugal",0,"V Ostrushko",5,"W","won",1,"2","2",5,0,0,0
"4930",0,"Russ",0,"Portugal",0,"A Temnov",5,"F","won",1,"2","2",5,0,0,0
"4931",0,"Ire",0,"France",0,"JPR Heaslip",5,"N8","draw",1,"1","1",5,0,0,0
"4932",1,"Fra",0,"Ireland",1,"F Michalak",5,"FH","draw",0,"1","1",0,2,3,0
"4933",0,"Fra",0,"Ireland",0,"LGP Picamoles",5,"N8","draw",1,"1","1",5,0,0,0
"4934",0,"Italy",0,"England",0,"LJ McLean",5,"W","lost",1,"1","1",5,0,0,0
"4935",0,"Belg",0,"Russia",0,"J Berger",5,"SH","lost",1,"3","2",5,0,0,0
"4936",0,"Russ",0,"Belgium",0,"D Gerasimov",5,"C","won",1,"2","3",5,0,0,0
"4937",0,"Russ",0,"Belgium",0,"V Gresev",5,"N8","won",1,"2","3",5,0,0,0
"4938",0,"Belg",0,"Russia",0,"A Miriallakis",5,"P","lost",1,"3","2",5,0,0,0
"4939",0,"Belg",0,"Russia",0,"C Nana",5,"L","lost",1,"3","2",5,0,0,0
"4940",0,"Russ",0,"Belgium",0,"A Temnov",5,"F","won",1,"2","3",5,0,0,0
"4941",0,"Russ",0,"Belgium",0,"G Tsnobiladze",5,"P","won",1,"2","3",5,0,0,0
"4942",0,"Italy",0,"Ireland",0,"G Venditti",5,"W","won",1,"1","1",5,0,0,0
"4943",0,"Fra",0,"Scotland",0,"W Fofana",5,"C","won",1,"1","1",5,0,0,0
"4944",0,"Fra",0,"Scotland",0,"M Medard",5,"W","won",1,"1","1",5,0,0,0
"4945",0,"Scot",0,"France",0,"TJW Visser",5,"W","lost",1,"1","1",5,0,0,0
"4946",0,"Germ",0,"Sweden",0,"K Brenner",5,"F","won",1,"2","3",5,0,0,0
"4947",0,"Germ",0,"Sweden",0,"L Eckert",5,"C","won",1,"2","3",5,0,0,0
"4948",0,"Germ",0,"Sweden",0,"A Hug",5,"F","won",1,"2","3",5,0,0,0
"4949",0,"Germ",0,"Sweden",0,"K Manawatu",5,"FB","won",1,"2","3",5,0,0,0
"4950",0,"Germ",0,"Sweden",0,"R Mohr",5,"L","won",1,"2","3",5,0,0,0
"4951",0,"Germ",0,"Sweden",0,"M Strauch",5,"W","won",1,"2","3",5,0,0,0
"4952",0,"Germ",0,"Sweden",0,"C von Grumbkow",5,"C","won",1,"2","3",5,0,0,0
"4953",0,"JPN",0,"Philippines",0,"Y Aoki",5,"H","won",1,"2","3",5,0,0,0
"4954",0,"JPN",0,"Philippines",0,"T Asahara",5,"P","won",1,"2","3",5,0,0,0
"4955",0,"JPN",0,"Philippines",0,"MJ Broadhurst",5,"F","won",1,"2","3",5,0,0,0
"4956",0,"JPN",0,"Philippines",0,"K Hatakeyama",5,"P","won",1,"2","3",5,0,0,0
"4957",0,"JPN",0,"Philippines",0,"S Makabe",5,"L","won",1,"2","3",5,0,0,0
"4958",0,"JPN",0,"Philippines",0,"M Mikami",5,"P","won",1,"2","3",5,0,0,0
"4959",0,"JPN",0,"Philippines",0,"H Onozawa",5,"W","won",1,"2","3",5,0,0,0
"4960",0,"JPN",0,"Hong Kong",0,"Y Fujita",5,"W","won",1,"2","3",5,0,0,0
"4961",0,"JPN",0,"Hong Kong",0,"Y Imamura",5,"W","won",1,"2","3",5,0,0,0
"4962",0,"JPN",0,"Hong Kong",0,"T Kizu",5,"H","won",1,"2","3",5,0,0,0
"4963",0,"JPN",0,"Hong Kong",0,"K Ono",5,"FH","won",1,"2","3",5,0,0,0
"4964",0,"Arg",0,"Uruguay",0,"J Cappiello",5,"C","won",1,"1","2",5,0,0,0
"4965",0,"Arg",0,"Uruguay",0,"ML Chiappesoni Restano",5,"N8","won",1,"1","2",5,0,0,0
"4966",0,"Urug",0,"Argentina",0,"R de Mula",5,"P","lost",1,"2","1",5,0,0,0
"4967",0,"Urug",0,"Argentina",0,"SJ Gibernau Arredondo",5,"C","lost",1,"2","1",5,0,0,0
"4968",0,"Arg",0,"Uruguay",0,"P Imhoff",5,"W","won",1,"1","2",5,0,0,0
"4969",0,"Arg",0,"Uruguay",0,"J Paz",5,"C","won",1,"1","2",5,0,0,0
"4970",0,"Braz",0,"Chile",0,"L Croffi",5,"L","lost",1,"3","3",5,0,0,0
"4971",0,"Braz",0,"Chile",0,"DX Danielewics",5,"H","lost",1,"3","3",5,0,0,0
"4972",0,"Chile",0,"Brazil",0,"S de la Fuente",5,"P","won",1,"3","3",5,0,0,0
"4973",0,"Chile",0,"Brazil",0,"JI Larenas Hitschfeld",5,"C","won",1,"3","3",5,0,0,0
"4975",0,"Chile",0,"Brazil",0,"R Tobar",5,"N8","won",1,"3","3",5,0,0,0
"4976",0,"Braz",0,"Chile",0,"LR Tranquez",5,"W","lost",1,"3","3",5,0,0,0
"4977",0,"Chile",0,"Argentina",0,"R Bacigalupo Pettersen",5,"P","lost",1,"3","1",5,0,0,0
"4978",0,"Arg",0,"Chile",0,"T Borghi",5,"L","won",1,"1","3",5,0,0,0
"4979",0,"Arg",0,"Chile",0,"T Carrio",5,"FB","won",1,"1","3",5,0,0,0
"4980",0,"Arg",0,"Chile",0,"ML Chiappesoni Restano",5,"N8","won",1,"1","3",5,0,0,0
"4981",0,"Arg",0,"Chile",0,"S Garcia Botta",5,"P","won",1,"1","3",5,0,0,0
"4982",0,"Arg",0,"Chile",0,"P Imhoff",5,"SH","won",1,"1","3",5,0,0,0
"4983",0,"Arg",0,"Chile",0,"PN Matera",5,"F","won",1,"1","3",5,0,0,0
"4984",0,"Chile",0,"Argentina",0,"S Pardakhty Dokhany",5,"F","lost",1,"3","1",5,0,0,0
"4985",0,"Arg",0,"Chile",0,"SA Poet",5,"C","won",1,"1","3",5,0,0,0
"4986",0,"Arg",0,"Chile",0,"M Villaluenga",5,"W","won",1,"1","3",5,0,0,0
"4987",0,"Urug",0,"Brazil",0,"A Avalo",5,"H","won",1,"2","3",5,0,0,0
"4988",0,"Urug",0,"Brazil",0,"F Bulanti",5,"W","won",1,"2","3",5,0,0,0
"4989",0,"Braz",0,"Uruguay",0,"MR Duque",5,"C","lost",1,"3","2",5,0,0,0
"4990",0,"Urug",0,"Brazil",0,"F Lamanna Miranda",5,"F","won",1,"2","3",5,0,0,0
"4991",0,"Urug",0,"Brazil",0,"DG Magno",5,"N8","won",1,"2","3",5,0,0,0
"4992",0,"Urug",0,"Brazil",0,"A Roman",5,"C","won",1,"2","3",5,0,0,0
"4993",0,"JPN",0,"Korea",0,"Y Fujita",5,"W","won",1,"2","3",5,0,0,0
"4994",0,"Korea",0,"Japan",0,"OY Hyung",5,"FH","lost",1,"3","2",5,0,0,0
"4995",0,"JPN",0,"Korea",0,"K Ono",5,"FH","won",1,"2","3",5,0,0,0
"4996",0,"JPN",0,"Korea",0,"M Sa'u",5,"C","won",1,"2","3",5,0,0,0
"4997",0,"JPN",0,"Korea",0,"HF Tui",5,"N8","won",1,"2","3",5,0,0,0
"4998",0,"Arg",0,"Brazil",0,"ML Chiappesoni Restano",5,"F","won",1,"1","3",5,0,0,0
"4999",0,"Arg",0,"Brazil",0,"TE Lavanini",5,"L","won",1,"1","3",5,0,0,0
"5000",0,"Arg",0,"Brazil",0,"PN Matera",5,"F","won",1,"1","3",5,0,0,0
"5001",0,"Arg",0,"Brazil",0,"S Mendez Angelillo",5,"SH","won",1,"1","3",5,0,0,0
"5002",0,"Arg",0,"Brazil",0,"JC Paz",5,"W","won",1,"1","3",5,0,0,0
"5003",0,"Arg",0,"Brazil",0,"S Rocchia",5,"N8","won",1,"1","3",5,0,0,0
"5004",0,"Arg",0,"Brazil",0,"G Schulz",5,"W","won",1,"1","3",5,0,0,0
"5005",0,"Arg",0,"Brazil",0,"M Villaluenga",5,"W","won",1,"1","3",5,0,0,0
"5006",0,"Urug",0,"Chile",0,"N Klappenbach",5,"H","won",1,"2","3",5,0,0,0
"5007",0,"Urug",0,"Chile",0,"A Roman",5,"C","won",1,"2","3",5,0,0,0
"5008",0,"JPN",0,"UAE",0,"Y Aoki",5,"H","won",1,"2","3",5,0,0,0
"5009",0,"JPN",0,"UAE",0,"T Asahara",5,"P","won",1,"2","3",5,0,0,0
"5010",0,"JPN",0,"UAE",0,"A Hiwasa",5,"SH","won",1,"2","3",5,0,0,0
"5011",0,"JPN",0,"UAE",0,"H Onozawa",5,"FB","won",1,"2","3",5,0,0,0
"5012",0,"JPN",0,"UAE",0,"R Yasui",5,"F","won",1,"2","3",5,0,0,0
"5013",0,"Tonga",0,"Japan",0,"ELMT Aholelei",5,"P","won",1,"2","2",5,0,0,0
"5014",0,"Tonga",0,"Japan",0,"VFUA Helu",5,"W","won",1,"2","2",5,0,0,0
"5015",0,"JPN",0,"Tonga",0,"T Kizu",5,"H","lost",1,"2","2",5,0,0,0
"5016",0,"JPN",0,"Tonga",0,"M Sa'u",5,"C","lost",1,"2","2",5,0,0,0
"5017",0,"JPN",0,"Tonga",0,"HF Tui",5,"F","lost",1,"2","2",5,0,0,0
"5018",0,"Can",0,"USA",0,"JI Moonlight",5,"F","won",1,"2","2",5,0,0,0
"5019",0,"Fiji",0,"Japan",0,"I Bobo",5,"W","won",1,"2","2",5,0,0,0
"5020",0,"JPN",0,"Fiji",0,"K Fukuoka",5,"W","lost",1,"2","2",5,0,0,0
"5021",0,"Fiji",0,"Japan",0,"RNDSN Nadolo",5,"C","won",1,"2","2",5,0,0,0
"5022",0,"Fiji",0,"Japan",0,"AN Naikatini",5,"F","won",1,"2","2",5,0,0,0
"5023",0,"Fiji",0,"Japan",0,"A Natoga",5,"C","won",1,"2","2",5,0,0,0
"5024",0,"Can",0,"Fiji",0,"R Barkwill",5,"H","won",1,"2","2",5,0,0,0
"5025",1,"Can",0,"Fiji",1,"CJ Braid",5,"FB","won",0,"2","2",0,2,3,0
"5026",0,"Can",0,"Fiji",0,"A Carpenter",5,"N8","won",1,"2","2",5,0,0,0
"5027",0,"Can",0,"Fiji",0,"HA Jones",5,"C","won",1,"2","2",5,0,0,0
"5028",0,"Fiji",0,"Canada",0,"RNDSN Nadolo",5,"C","lost",1,"2","2",5,0,0,0
"5029",0,"Fiji",0,"Canada",0,"A Qera",5,"N8","lost",1,"2","2",5,0,0,0
"5033",0,"JPN",0,"Wales",0,"MJ Broadhurst",5,"F","lost",1,"2","1",5,0,0,0
"5034",0,"JPN",0,"Wales",0,"Y Fujita",5,"W","lost",1,"2","1",5,0,0,0
"5035",0,"Wales",0,"Japan",0,"HR Robinson",5,"W","won",1,"1","2",5,0,0,0
"5036",0,"NZ",0,"France",0,"SJ Cane",5,"F","won",1,"1","1",5,0,0,0
"5037",0,"Fra",0,"New Zealand",0,"W Fofana",5,"C","lost",1,"1","1",5,0,0,0
"5038",1,"Fra",0,"New Zealand",1,"M Machenaud",5,"SH","lost",0,"1","1",0,2,3,0
"5039",0,"NZ",0,"France",0,"AL Smith",5,"SH","won",1,"1","1",5,0,0,0
"5040",0,"Scot",0,"Samoa",0,"SF Lamont",5,"W","lost",1,"1","2",5,0,0,0
"5041",0,"Rom",0,"Russia",0,"C Fercu",5,"FB","won",1,"2","2",5,0,0,0
"5042",0,"Russ",0,"Romania",0,"I Kurashov",5,"W","lost",1,"2","2",5,0,0,0
"5043",0,"Rom",0,"Russia",0,"M Macovei",5,"F","won",1,"2","2",5,0,0,0
"5044",0,"Rom",0,"Russia",0,"A Matei",5,"W","won",1,"2","2",5,0,0,0
"5045",0,"SA",0,"Italy",0,"BA Basson",5,"W","won",1,"1","1",5,0,0,0
"5046",0,"SA",0,"Italy",0,"J de Villiers",5,"C","won",1,"1","1",5,0,0,0
"5047",1,"Italy",0,"South Africa",1,"A di Bernardo",5,"FH","lost",0,"1","1",0,2,3,0
"5048",0,"SA",0,"Italy",0,"JJ Engelbrecht",5,"C","won",1,"1","1",5,0,0,0
"5049",0,"SA",0,"Italy",0,"BG Habana",5,"W","won",1,"1","1",5,0,0,0
"5050",0,"Italy",0,"South Africa",0,"A Sgarbi",5,"C","lost",1,"1","1",5,0,0,0
"5051",0,"SA",0,"Italy",0,"JA Strauss",5,"H","won",1,"1","1",5,0,0,0
"5052",0,"Can",0,"Tonga",0,"SR Duke",5,"W","won",1,"2","2",5,0,0,0
"5053",0,"Can",0,"Tonga",0,"MC Evans",5,"W","won",1,"2","2",5,0,0,0
"5054",0,"Tonga",0,"Canada",0,"VFUA Helu",5,"W","lost",1,"2","2",5,0,0,0
"5055",0,"Tonga",0,"Canada",0,"VV Iongi",5,"C","lost",1,"2","2",5,0,0,0
"5056",0,"Tonga",0,"Canada",0,"TA Lokotui",5,"L","lost",1,"2","2",5,0,0,0
"5057",1,"Tonga",0,"Canada",1,"KS Morath",5,"FH","lost",0,"2","2",0,2,3,0
"5058",0,"Tonga",0,"Canada",0,"FM Vainikolo",5,"W","lost",1,"2","2",5,0,0,0
"5059",0,"Eng",0,"Argentina",0,"BJ Morgan",5,"N8","won",1,"1","1",5,0,0,0
"5060",0,"Eng",0,"Argentina",0,"D Strettle",5,"W","won",1,"1","1",5,0,0,0
"5061",0,"Eng",0,"Argentina",0,"WWF Twelvetrees",5,"C","won",1,"1","1",5,0,0,0
"5062",0,"Eng",0,"Argentina",0,"VML Vunipola",5,"N8","won",1,"1","1",5,0,0,0
"5063",0,"Namib",0,"Senegal",0,"CA Botha",5,"FB","won",1,"2","3",5,0,0,0
"5064",0,"Georg",0,"Uruguay",0,"G Nemsadze",5,"F","won",1,"2","2",5,0,0,0
"5065",0,"Namib",0,"Senegal",0,"DG Philander",5,"C","won",1,"2","3",5,0,0,0
"5066",0,"Georg",0,"Uruguay",0,"A Todua",5,"W","won",1,"2","2",5,0,0,0
"5067",0,"Georg",0,"Uruguay",0,"T Zibzibadze",5,"C","won",1,"2","2",5,0,0,0
"5074",1,"Tonga",0,"USA",1,"VA Hakalo",5,"FB","won",0,"2","2",0,2,3,0
"5075",0,"JPN",0,"Wales",0,"MJ Broadhurst",5,"F","won",1,"2","1",5,0,0,0
"5076",0,"Wales",0,"Japan",0,"TWJ Prydie",5,"W","lost",1,"1","2",5,0,0,0
"5077",0,"JPN",0,"Wales",0,"C Wing",5,"C","won",1,"2","1",5,0,0,0
"5078",0,"NZ",0,"France",0,"BJ Barrett",5,"W","won",1,"1","1",5,0,0,0
"5079",0,"NZ",0,"France",0,"SJ Savea",5,"W","won",1,"1","1",5,0,0,0
"5080",0,"NZ",0,"France",0,"BR Smith",5,"W","won",1,"1","1",5,0,0,0
"5081",0,"Samoa",0,"Italy",0,"A Leiua",5,"W","won",1,"2","1",5,0,0,0
"5082",0,"Samoa",0,"Italy",0,"JW Leota",5,"C","won",1,"2","1",5,0,0,0
"5083",0,"Samoa",0,"Italy",0,"T Tuifua",5,"N8","won",1,"2","1",5,0,0,0
"5084",0,"Samoa",0,"Italy",0,"BWF Va'aulu",5,"FB","won",1,"2","1",5,0,0,0
"5085",0,"Namib",0,"Tunisia",0,"R Kitshoff",5,"F","won",1,"2","3",5,0,0,0
"5087",0,"Scot",0,"South Africa",0,"AJ Dunbar",5,"C","lost",1,"1","1",5,0,0,0
"5088",0,"SA",0,"Scotland",0,"JJ Engelbrecht",5,"C","won",1,"1","1",5,0,0,0
"5089",1,"SA",0,"Scotland",1,"PJ Lambie",5,"FH","won",0,"1","1",0,2,3,0
"5090",0,"Scot",0,"South Africa",0,"MCM Scott",5,"C","lost",1,"1","1",5,0,0,0
"5091",0,"SA",0,"Scotland",0,"JL Serfontein",5,"C","won",1,"1","1",5,0,0,0
"5092",0,"Eng",0,"Argentina",0,"KO Eastmond",5,"C","won",1,"1","1",5,0,0,0
"5093",0,"Arg",0,"England",0,"TC Leonardi",5,"N8","lost",1,"1","1",5,0,0,0
"5094",0,"Arg",0,"England",0,"M Montero",5,"W","lost",1,"1","1",5,0,0,0
"5095",0,"Eng",0,"Argentina",0,"RW Webber",5,"H","won",1,"1","1",5,0,0,0
"5096",0,"Can",0,"Ireland",0,"TJ Ardron",5,"F","lost",1,"2","1",5,0,0,0
"5097",0,"Ire",0,"Canada",0,"DM Cave",5,"C","won",1,"1","2",5,0,0,0
"5098",0,"Ire",0,"Canada",0,"T O'Donnell",5,"F","won",1,"1","2",5,0,0,0
"5099",0,"Ire",0,"Canada",0,"AD Trimble",5,"W","won",1,"1","2",5,0,0,0
"5108",0,"Fiji",0,"USA",0,"NS Kenatale Ranuku",5,"FB","won",1,"2","2",5,0,0,0
"5109",0,"Fiji",0,"USA",0,"SM Matadigo",5,"N8","won",1,"2","2",5,0,0,0
"5110",0,"Fiji",0,"USA",0,"NL Matawalu",5,"SH","won",1,"2","2",5,0,0,0
"5111",0,"Fiji",0,"USA",0,"T Nagusa",5,"FB","won",1,"2","2",5,0,0,0
"5112",1,"USA",0,"Fiji",1,"A Siddall",5,"C","lost",0,"2","2",0,2,3,0
"5113",0,"USA",0,"Fiji",0,"AN Suniula",5,"W","lost",1,"2","2",5,0,0,0
"5114",0,"Can",0,"Japan",0,"CP Hearn",5,"C","lost",1,"2","2",5,0,0,0
"5115",0,"NZ",0,"France",0,"BJ Barrett",5,"C","won",1,"1","1",5,0,0,0
"5116",0,"NZ",0,"France",0,"BR Smith",5,"W","won",1,"1","1",5,0,0,0
"5117",0,"Lions",0,"Australia",0,"ACG Cuthbert",5,"W","won",1,"Lions","1",5,0,0,0
"5118",0,"Lions",0,"Australia",0,"GP North",5,"W","won",1,"Lions","1",5,0,0,0
"5119",1,"Aust",0,"Lions",1,"JD O'Connor",5,"FH","lost",0,"1","Lions/Barb",0,2,3,0
"5120",0,"Scot",0,"Italy",0,"SF Lamont",5,"W","won",1,"1","1",5,0,0,0
"5121",0,"Italy",0,"Scotland",0,"L Sarto",5,"W","lost",1,"1","1",5,0,0,0
"5122",0,"Scot",0,"Italy",0,"MCM Scott",5,"C","won",1,"1","1",5,0,0,0
"5123",0,"Scot",0,"Italy",0,"AK Strokosch",5,"F","won",1,"1","1",5,0,0,0
"5124",0,"SA",0,"Samoa",0,"BA Basson",5,"W","won",1,"1","2",5,0,0,0
"5125",0,"SA",0,"Samoa",0,"JJ Engelbrecht",5,"C","won",1,"1","2",5,0,0,0
"5126",0,"SA",0,"Samoa",0,"TN Nyakane",5,"P","won",1,"1","2",5,0,0,0
"5127",0,"Samoa",0,"South Africa",0,"TAM Paulo",5,"L","lost",1,"2","1",5,0,0,0
"5128",0,"Samoa",0,"South Africa",0,"AJ Poluleuligaga",5,"SH","lost",1,"2","1",5,0,0,0
"5129",0,"Arg",0,"Georgia",0,"TM Cubelli",5,"SH","won",1,"1","2",5,0,0,0
"5130",0,"Tonga",0,"Fiji",0,"F Anderson",5,"W","lost",1,"2","2",5,0,0,0
"5131",0,"Fiji",0,"Tonga",0,"I Bobo",5,"W","won",1,"2","2",5,0,0,0
"5132",0,"Tonga",0,"Fiji",0,"O Latu Langilangi",5,"F","lost",1,"2","2",5,0,0,0
"5133",0,"Fiji",0,"Tonga",0,"RNDSN Nadolo",5,"C","won",1,"2","2",5,0,0,0
"5134",0,"USA",0,"Japan",0,"EC Fry",5,"P","lost",1,"2","2",5,0,0,0
"5135",0,"JPN",0,"USA",0,"Y Fujita",5,"W","won",1,"2","2",5,0,0,0
"5136",0,"JPN",0,"USA",0,"T Hirose",5,"W","won",1,"2","2",5,0,0,0
"5137",0,"USA",0,"Japan",0,"L Hume",5,"W","lost",1,"2","2",5,0,0,0
"5138",0,"JPN",0,"USA",0,"M Sa'u",5,"C","won",1,"2","2",5,0,0,0
"5139",0,"JPN",0,"USA",0,"F Tanaka",5,"SH","won",1,"2","2",5,0,0,0
"5140",0,"JPN",0,"USA",0,"HF Tui",5,"F","won",1,"2","2",5,0,0,0
"5141",0,"Aust",0,"Lions",0,"AP Ashley-Cooper",5,"C","won",1,"1","Lions/Barb",5,0,0,0
"5142",0,"Lions",0,"Australia",0,"AR Corbisiero",5,"P","won",1,"Lions","1",5,0,0,0
"5143",0,"Lions",0,"Australia",0,"GP North",5,"W","won",1,"Lions","1",5,0,0,0
"5144",0,"Aust",0,"Lions",0,"JD O'Connor",5,"FH","lost",1,"1","Lions/Barb",5,0,0,0
"5145",0,"Lions",0,"Australia",0,"JH Roberts",5,"C","won",1,"Lions","1",5,0,0,0
"5146",0,"Lions",0,"Australia",0,"JJ Sexton",5,"FH","won",1,"Lions","1",5,0,0,0
"5147",0,"Aust",0,"New Zealand",0,"SW Genia",5,"SH","lost",1,"1","1",5,0,0,0
"5148",0,"NZ",0,"Australia",0,"RH McCaw",5,"F","won",1,"1","1",5,0,0,0
"5149",0,"Aust",0,"New Zealand",0,"JD O'Connor",5,"W","lost",1,"1","1",5,0,0,0
"5150",0,"NZ",0,"Australia",0,"CG Smith",5,"C","won",1,"1","1",5,0,0,0
"5151",0,"SA",0,"Argentina",0,"WS Alberts",5,"F","won",1,"1","1",5,0,0,0
"5152",0,"SA",0,"Argentina",0,"J de Villiers",5,"C","won",1,"1","1",5,0,0,0
"5153",0,"SA",0,"Argentina",0,"BW du Plessis",5,"H","won",1,"1","1",5,0,0,0
"5154",0,"SA",0,"Argentina",0,"PF du Preez",5,"SH","won",1,"1","1",5,0,0,0
"5155",0,"SA",0,"Argentina",0,"JJ Engelbrecht",5,"C","won",1,"1","1",5,0,0,0
"5156",0,"SA",0,"Argentina",0,"BG Habana",5,"W","won",1,"1","1",5,0,0,0
"5157",0,"SA",0,"Argentina",0,"JA Strauss",5,"H","won",1,"1","1",5,0,0,0
"5158",0,"SA",0,"Argentina",0,"DJ Vermeulen",5,"N8","won",1,"1","1",5,0,0,0
"5159",0,"Can",0,"USA",0,"HA Jones",5,"FH","won",1,"2","2",5,0,0,0
"5160",0,"Can",0,"USA",0,"PPR Mack",5,"SH","won",1,"2","2",5,0,0,0
"5161",0,"Can",0,"USA",0,"DTH van der Merwe",5,"W","won",1,"2","2",5,0,0,0
"5162",0,"Aust",0,"New Zealand",0,"I Folau",5,"W","lost",1,"1","1",5,0,0,0
"5163",0,"SA",0,"Argentina",0,"BA Basson",5,"W","won",1,"1","1",5,0,0,0
"5164",0,"Arg",0,"South Africa",0,"MT Bosch",5,"C","lost",1,"1","1",5,0,0,0
"5165",0,"Arg",0,"South Africa",0,"JM Leguizamon",5,"F","lost",1,"1","1",5,0,0,0
"5166",0,"Can",0,"USA",0,"JA Marshall",5,"P","won",1,"2","2",5,0,0,0
"5167",0,"USA",0,"Canada",0,"T Ngwenya",5,"W","lost",1,"2","2",5,0,0,0
"5168",0,"Arg",0,"New Zealand",0,"JM Leguizamon",5,"N8","lost",1,"1","1",5,0,0,0
"5169",0,"NZ",0,"Argentina",0,"SJ Savea",5,"W","won",1,"1","1",5,0,0,0
"5170",0,"SA",0,"Australia",0,"J de Villiers",5,"C","won",1,"1","1",5,0,0,0
"5171",0,"SA",0,"Australia",0,"Z Kirchner",5,"FB","won",1,"1","1",5,0,0,0
"5172",0,"SA",0,"Australia",0,"WJ le Roux",5,"W","won",1,"1","1",5,0,0,0
"5173",0,"SA",0,"Australia",0,"CV Oosthuizen",5,"P","won",1,"1","1",5,0,0,0
"5174",0,"NZ",0,"South Africa",0,"SJ Cane",5,"F","won",1,"1","1",5,0,0,0
"5175",0,"SA",0,"New Zealand",0,"BW du Plessis",5,"H","lost",1,"1","1",5,0,0,0
"5176",0,"SA",0,"New Zealand",0,"PJ Lambie",5,"FB","lost",1,"1","1",5,0,0,0
"5177",0,"NZ",0,"South Africa",0,"BA Retallick",5,"L","won",1,"1","1",5,0,0,0
"5178",1,"SA",0,"New Zealand",1,"M Steyn",5,"FH","lost",0,"1","1",0,2,3,0
"5179",0,"Aust",0,"Argentina",0,"I Folau",5,"FB","won",1,"1","1",5,0,0,0
"5180",0,"Arg",0,"Australia",0,"JM Leguizamon",5,"N8","lost",1,"1","1",5,0,0,0
"5181",0,"Aust",0,"South Africa",0,"C Feauai-Sautia",5,"W","lost",1,"1","1",5,0,0,0
"5182",0,"SA",0,"Australia",0,"Z Kirchner",5,"FB","won",1,"1","1",5,0,0,0
"5183",0,"SA",0,"Australia",0,"WJ le Roux",5,"W","won",1,"1","1",5,0,0,0
"5184",0,"SA",0,"Australia",0,"JA Strauss",5,"H","won",1,"1","1",5,0,0,0
"5185",0,"NZ",0,"Argentina",0,"SJ Cane",5,"F","won",1,"1","1",5,0,0,0
"5186",0,"NZ",0,"Argentina",0,"SJ Savea",5,"W","won",1,"1","1",5,0,0,0
"5187",0,"SA",0,"New Zealand",0,"J de Villiers",5,"C","lost",1,"1","1",5,0,0,0
"5188",0,"SA",0,"New Zealand",0,"WJ le Roux",5,"W","lost",1,"1","1",5,0,0,0
"5189",0,"NZ",0,"South Africa",0,"KJ Read",5,"N8","won",1,"1","1",5,0,0,0
"5190",0,"NZ",0,"South Africa",0,"BR Smith",5,"W","won",1,"1","1",5,0,0,0
"5191",0,"Aust",0,"Argentina",0,"AP Ashley-Cooper",5,"W","won",1,"1","1",5,0,0,0
"5192",0,"Arg",0,"Australia",0,"MT Bosch",5,"C","lost",1,"1","1",5,0,0,0
"5193",1,"Aust",0,"Argentina",1,"QS Cooper",5,"FH","won",0,"1","1",0,2,3,0
"5194",0,"Arg",0,"Australia",0,"M Landajo",5,"SH","lost",1,"1","1",5,0,0,0
"5195",0,"Aust",0,"Argentina",0,"BA Robinson",5,"P","won",1,"1","1",5,0,0,0
"5196",0,"Aust",0,"Argentina",0,"JM Tomane",5,"W","won",1,"1","1",5,0,0,0
"5197",0,"Aust",0,"New Zealand",0,"AP Ashley-Cooper",5,"W","lost",1,"1","1",5,0,0,0
"5198",0,"NZ",0,"Australia",0,"SJ Cane",5,"F","won",1,"1","1",5,0,0,0
"5199",0,"Aust",0,"New Zealand",0,"RT Kuridrani",5,"C","lost",1,"1","1",5,0,0,0
"5200",0,"NZ",0,"Australia",0,"KJ Read",5,"N8","won",1,"1","1",5,0,0,0
"5201",0,"NZ",0,"Australia",0,"SJ Savea",5,"W","won",1,"1","1",5,0,0,0
"5202",0,"Aust",0,"New Zealand",0,"MP Toomua",5,"C","lost",1,"1","1",5,0,0,0
